scientific_name,title,author,license,original_url,card_url
Coreopsis leavenworthii,Sea Oats Blooming,bob in swamp,CC BY 2.0,https://www.flickr.com/photos/50152666@N02/48494335267,https://live.staticflickr.com/65535/48494335267_efbcd4fefd_z.jpg
Coreopsis major,Greater tickseed,Thomas Cizauskas,CC BY-NC-ND 2.0,https://www.flickr.com/photos/75714412@N00/52262524013,https://live.staticflickr.com/65535/52262524013_10dd5a2e60_z.jpg
Coreopsis palmata,Prairie Coreopsis (Coreopsis palmata) & friend,wackybadger,CC BY-SA 2.0,https://www.flickr.com/photos/8584048@N05/19815465983,https://live.staticflickr.com/3828/19815465983_335fe082d0_z.jpg
Coreopsis tinctoria,Plains Coreopsis,M.P.N.texan,CC BY-NC 2.0,https://www.flickr.com/photos/8113246@N02/53334759258,https://live.staticflickr.com/65535/53334759258_19fa8dbda8_z.jpg
Coreopsis verticillata,"160629 131 Chelsea Waterside Park at Chelsea Piers - Chamaecyparis 'Golden Mop', Coreopsis verticillata cv, Persicaria amplexicaulis cv, Miscanthus 'Morning Light', Yucca 'Color Guard', Spiraea thunbergii 'Ogon'",cultivar413,CC BY 2.0,https://www.flickr.com/photos/131880272@N06/27430170353,https://live.staticflickr.com/7296/27430170353_8b1d946e1d_z.jpg
Cornus alternifolia,Cornus alternifolia (Pagoda Dogwood),Plant Image Library,CC BY-SA 2.0,https://www.flickr.com/photos/138014579@N08/36454470925,https://live.staticflickr.com/4352/36454470925_73747e3400_z.jpg
Cornus amomum,Silky dogwood in bioswale,Thomas Cizauskas,CC BY-NC-ND 2.0,https://www.flickr.com/photos/75714412@N00/52939254098,https://live.staticflickr.com/65535/52939254098_d2e7a7f088_z.jpg
Cornus canadensis,Cornus Canadensis (Creeping Dogwood),kirknelson,CC BY-NC-SA 2.0,https://www.flickr.com/photos/35423702@N08/53034823239,https://live.staticflickr.com/65535/53034823239_58b8220075_z.jpg
Cornus florida,Flowering Dogwood,krossbow,CC BY 2.0,https://www.flickr.com/photos/13194817@N00/49832687478,https://live.staticflickr.com/65535/49832687478_426ddf2e58_z.jpg
Cornus nuttallii,A Kind of Dogwood/Cornus,Melinda Young Stuart,CC BY-NC-ND 2.0,https://www.flickr.com/photos/92033577@N00/49793454353,https://live.staticflickr.com/65535/49793454353_f6e5c42dd6_z.jpg
Cornus racemosa,Cornus_racemosa,ke9tv,CC BY-SA 2.0,https://www.flickr.com/photos/12834796@N00/50178426687,https://live.staticflickr.com/65535/50178426687_f0db2e4e9c_z.jpg
Cornus sericea,P20150414-0027—Springtime Scene in the Garden—RPBG,John Rusk,CC BY 2.0,https://www.flickr.com/photos/12303842@N00/16529935674,https://live.staticflickr.com/8723/16529935674_86dc7e1276_z.jpg
Corydalis sempervirens,Rock Harlequin,mtsvancouver2,CC BY-NC-SA 2.0,https://www.flickr.com/photos/96528084@N05/23640658275,https://live.staticflickr.com/5673/23640658275_7827a48f87_z.jpg
Costus speciosus,花葉閉鞘薑 Hellenia speciosa Marginatus (Costus speciosus Marginatus)   [台北植物園 Taipei Botanical Garden],阿橋花譜 KHQ Flower Guide,CC BY-SA 2.0,https://www.flickr.com/photos/52582306@N03/9229777710,https://live.staticflickr.com/65535/9229777710_e180456c05_z.jpg
Crinum americanum,Swamp Lily (Crinum americanum),Mary Keim,CC BY-NC-SA 2.0,https://www.flickr.com/photos/38514062@N03/25196207317,https://live.staticflickr.com/4700/25196207317_5dcf223032_z.jpg
Crotalaria rotundifolia,Rabbitbells (Crotalaria rotundifolia),Mary Keim,CC BY-NC-SA 2.0,https://www.flickr.com/photos/38514062@N03/49605951048,https://live.staticflickr.com/65535/49605951048_217315bdb0_z.jpg
Ctenium aromaticum,Toothachegrass (Ctenium aromaticum),Mary Keim,CC BY-NC-SA 2.0,https://www.flickr.com/photos/38514062@N03/20774088871,https://live.staticflickr.com/715/20774088871_fb0ff97daa_z.jpg
Cylindropuntia acanthocarpa,J20150620-0004—Cylindropuntia acanthocarpa—RSABG,John Rusk,CC BY 2.0,https://www.flickr.com/photos/12303842@N00/19075486001,https://live.staticflickr.com/366/19075486001_27da45cd62_z.jpg
Cylindropuntia bigelovii,Flowering Cholla cactus (Cylindropuntia bigelovii),Joshua Tree National Park,Public Domain Mark 1.0,https://www.flickr.com/photos/115357548@N08/49834011096,https://live.staticflickr.com/65535/49834011096_d7294d7eae_z.jpg
Cylindropuntia imbricata,The Cactus Are Blooming,pecooper98362,CC BY-NC 2.0,https://www.flickr.com/photos/29261037@N02/52084107802,https://live.staticflickr.com/65535/52084107802_ab38eb582b_z.jpg
Cypripedium acaule,pink lady slipper,foxtail_1,CC BY-NC-SA 2.0,https://www.flickr.com/photos/67164820@N06/51207746707,https://live.staticflickr.com/65535/51207746707_cb13fc0a77_z.jpg
Cypripedium montanum,Mountain Lady Slipper (2) - Cypripedium montanum,GlacierNPS,Public Domain Mark 1.0,https://www.flickr.com/photos/43288043@N04/23785355376,https://live.staticflickr.com/634/23785355376_77fa564001_z.jpg
Cypripedium parviflorum,Lovely orchid,cotinis,CC BY-NC 2.0,https://www.flickr.com/photos/42264328@N00/52025329573,https://live.staticflickr.com/65535/52025329573_3f5e9e6402_z.jpg
Cyrilla racemiflora,Cyrilla racemiflora 'Graniteville' (Graniteville swamp titi),tgpotterfield,CC BY-NC-SA 2.0,https://www.flickr.com/photos/55770627@N04/52041408960,https://live.staticflickr.com/65535/52041408960_5062919250_z.jpg
Cyrtandra grayi,starr-110929-0158-Cyrtandra_sp-possible_grayana_grayi_hybrid-Hanaula-Maui,Starr Environmental,CC BY 2.0,https://www.flickr.com/photos/97499887@N06/24489116263,https://live.staticflickr.com/1529/24489116263_631de564fc_z.jpg
Cyrtandra platyphylla,starr-111003-0433-Cyrtandra_platyphylla-fruit-Waikamoi_Flume_Rd-Maui,Starr Environmental,CC BY 2.0,https://www.flickr.com/photos/97499887@N06/24491209253,https://live.staticflickr.com/1531/24491209253_55a0f33d17_z.jpg
Cyrtopodium punctatum,Cigar Orchid,rudywilms.com,CC BY-NC-ND 2.0,https://www.flickr.com/photos/57962209@N05/52023453787,https://live.staticflickr.com/65535/52023453787_6f50b6ff6f_z.jpg
Dalea formosa,Bee on Feather Dalea-- Dalea formosa (Fabaccae),aafromaa,CC BY 2.0,https://www.flickr.com/photos/8250751@N06/40635507463,https://live.staticflickr.com/7826/40635507463_01eb64a8dc_z.jpg
Dalea frutescens,Northern Franklin Mountains,aspidoscelis,CC0,https://www.flickr.com/photos/26246711@N00/37129820831,https://live.staticflickr.com/4352/37129820831_b997cc5a26_z.jpg
Dalea purpurea,Purple Prairie Clover,Ken Mattison,CC BY-NC-ND 2.0,https://www.flickr.com/photos/69421573@N08/52231435596,https://live.staticflickr.com/65535/52231435596_e2cacf1397_z.jpg
Darmera peltata,Darmera peltata,wallygrom,CC BY-SA 2.0,https://www.flickr.com/photos/33037982@N04/33815979170,https://live.staticflickr.com/2844/33815979170_577677f831_z.jpg
Dasiphora fruticosa,Dasiphora fruticosa,delirium florens,CC BY 2.0,https://www.flickr.com/photos/188553952@N07/53150278877,https://live.staticflickr.com/65535/53150278877_e23edf255e_z.jpg
Dasylirion leiophyllum,Green sotol,smallcurio,CC BY 2.0,https://www.flickr.com/photos/107480180@N03/33125525383,https://live.staticflickr.com/2942/33125525383_d8b02c3158_z.jpg
Dasylirion texanum,"Texas Sotol, Dasylirion texanum",J.J. Maughn,CC BY-NC-ND 2.0,https://www.flickr.com/photos/125605310@N07/49625862853,https://live.staticflickr.com/65535/49625862853_de5ee47439_z.jpg
Dasylirion wheeleri,"Common Sotol on Haystack Butte Road, AZ",Lon&Queta,CC BY-NC-SA 2.0,https://www.flickr.com/photos/48096653@N00/47189651692,https://live.staticflickr.com/7926/47189651692_6fab23a538_z.jpg
Datura wrightii,Sacred Datura,pecooper98362,CC BY-NC-SA 2.0,https://www.flickr.com/photos/29261037@N02/53164996408,https://live.staticflickr.com/65535/53164996408_ece09e2607_z.jpg
Delphinium glaucum,Sierra Larkspur,Tom Hilton,CC BY 2.0,https://www.flickr.com/photos/54259492@N00/19065928364,https://live.staticflickr.com/366/19065928364_69b0480658_z.jpg
Delphinium nuttallianum,Delphinium nuttallianum,Matt Lavin,CC BY-SA 2.0,https://www.flickr.com/photos/35478170@N08/16418213483,https://live.staticflickr.com/8775/16418213483_46d27ddd92_z.jpg
Dendromecon rigida,Bush Poppy (Dendromecon rigida),Sharon out hiking:),CC BY-NC-SA 2.0,https://www.flickr.com/photos/119714073@N07/32583148484,https://live.staticflickr.com/3789/32583148484_4f1386c9e8_z.jpg
Deschampsia caespitosa,"Russula nigrans, Deschampsia caespitosa, pterid, Mountain Ash tip. 23/10/84",Mary Gillham Archive Project,CC BY 2.0,https://www.flickr.com/photos/139791896@N06/28471313545,https://live.staticflickr.com/8662/28471313545_1ec380a66b_z.jpg
Deschampsia cespitosa,Deschampsia cespitosa,Matt Lavin,CC BY-SA 2.0,https://www.flickr.com/photos/35478170@N08/27916531492,https://live.staticflickr.com/7295/27916531492_c6d103f57b_z.jpg
Deschampsia flexuosa,Wavy hair-grass (Deschampsia flexuosa) et al,Charos Pix,CC BY-NC-SA 2.0,https://www.flickr.com/photos/98609459@N08/20491772263,https://live.staticflickr.com/5751/20491772263_04fb95b510_z.jpg
Desmanthus illinoensis,Desmanthus illinoensis,aspidoscelis,CC0,https://www.flickr.com/photos/26246711@N00/49937398341,https://live.staticflickr.com/65535/49937398341_280771f6f8_z.jpg
Desmodium canadense,Desmodium canadense,peganum,CC BY-SA 2.0,https://www.flickr.com/photos/26698606@N03/20305529820,https://live.staticflickr.com/316/20305529820_7df0603f33_z.jpg
Dianella sandwicensis,Hale berry (Dianella sandwicensis): Scale insects on leaves,Plant pests and diseases,CC0,https://www.flickr.com/photos/62295966@N07/16195119428,https://live.staticflickr.com/8668/16195119428_f29f6f02dc_z.jpg
Dicentra cucullaria,Dutchman's Breeches (Dicentra cucullaria),Aeranthes,CC BY-NC 2.0,https://www.flickr.com/photos/81566369@N00/17018956278,https://live.staticflickr.com/7666/17018956278_d609b1c66d_z.jpg
Dicentra eximia,Bleeding heart Dicentra eximia 'Luxuriant' still blooming,karen_hine,Public Domain Mark 1.0,https://www.flickr.com/photos/55620187@N05/29521570038,https://live.staticflickr.com/1762/29521570038_22f07a148a_z.jpg
Dicentra formosa,J20150605-0050—Dicentra formosa—RPBG,John Rusk,CC BY 2.0,https://www.flickr.com/photos/12303842@N00/18399408850,https://live.staticflickr.com/492/18399408850_9ed6bd8c1c_z.jpg
Dichondra carolinensis,Dichondra carolinensis (6),siddarth.machado,CC BY-NC-ND 2.0,https://www.flickr.com/photos/127280380@N06/51092611021,https://live.staticflickr.com/65535/51092611021_997906eb6e_z.jpg
Dicranopteris linearis,Dicranopteris linearis,wanderflechten,CC BY-NC-ND 2.0,https://www.flickr.com/photos/29750062@N06/38696698810,https://live.staticflickr.com/4740/38696698810_0bb88af11f_z.jpg
Dieffenbachia maculata,Dieffenbachia maculata leaf kmoore ccby20,nc.hort,CC BY 2.0,https://www.flickr.com/photos/55548967@N03/30919214961,https://live.staticflickr.com/5664/30919214961_8b5a36756c_z.jpg
Dieffenbachia seguine,Dumbcane (Dieffenbachia seguine),9V1BH,CC BY-NC 2.0,https://www.flickr.com/photos/55017428@N05/52142574087,https://live.staticflickr.com/65535/52142574087_0e86ae81c6_z.jpg
Diervilla lonicera,"Diervilla lonicera (bush-honeysuckle), North Smithfield, RI",Doug_McGrady,CC BY 2.0,https://www.flickr.com/photos/150919437@N06/32050970031,https://live.staticflickr.com/561/32050970031_5ed3986f0b_z.jpg
Diospyros sandwicensis,starr-120425-9455-Diospyros sandwicensis-liko_young_foliage-Waikapu_Valley-Maui,Starr Environmental,CC BY 2.0,https://www.flickr.com/photos/97499887@N06/25047210851,https://live.staticflickr.com/1574/25047210851_e6ffc6b70b_z.jpg
Diospyros texana,Texas Persimmon,smallcurio,CC BY 2.0,https://www.flickr.com/photos/107480180@N03/38594454642,https://live.staticflickr.com/4522/38594454642_3d255d6e94_z.jpg
Diospyros virginiana,"Biology 101: ""Plant Reproductive Structures"" :: I'm Lost Already! Do you see the female part called the Pistil?",Chic Bee,CC BY 2.0,https://www.flickr.com/photos/80454089@N00/18621339508,https://live.staticflickr.com/486/18621339508_961de05eb0_z.jpg
Diplacus aurantiacus,Sticky Monkey-Flower - Diplacus aurantiacus,Björn S...,CC BY-SA 2.0,https://www.flickr.com/photos/40948266@N04/42949557241,https://live.staticflickr.com/1800/42949557241_950ddd98b4_z.jpg
Dodecatheon meadia,Shooting Star,U.S. Fish and Wildlife Service - Midwest Region,Public Domain Mark 1.0,https://www.flickr.com/photos/49208525@N08/27206779096,https://live.staticflickr.com/7134/27206779096_14d996ebe5_z.jpg
Dryas integrifolia,Dryas integrifolia  #Greenland,alpros,CC BY-NC-ND 2.0,https://www.flickr.com/photos/41813367@N02/20471719043,https://live.staticflickr.com/5696/20471719043_392d7875eb_z.jpg
Dryopteris arguta,Smilacina racemosa (Maianthemum racemosum),wallygrom,CC BY-SA 2.0,https://www.flickr.com/photos/33037982@N04/17176991377,https://live.staticflickr.com/7714/17176991377_464acbc0c7_z.jpg
Dryopteris carthusiana,Falguera (Dryopteris carthusiana),Per camins i carrers,CC BY-NC-ND 2.0,https://www.flickr.com/photos/99729782@N05/31692788773,https://live.staticflickr.com/65535/31692788773_1a709b7076_z.jpg
Dryopteris cristata,"Dryopteris cristata (crested wood fern), Scituate, RI",Doug_McGrady,CC BY 2.0,https://www.flickr.com/photos/150919437@N06/32047863851,https://live.staticflickr.com/762/32047863851_927501b965_z.jpg
Dryopteris expansa,Dryopteris expansa,wanderflechten,CC BY-NC-ND 2.0,https://www.flickr.com/photos/29750062@N06/50122871293,https://live.staticflickr.com/65535/50122871293_a9deda04d5_z.jpg
Dryopteris filix-mas,"male fern, Dryopteris filix-mas",Jim Morefield,CC BY-SA 2.0,https://www.flickr.com/photos/127605180@N04/26599590468,https://live.staticflickr.com/4677/26599590468_7b3a8d4126_z.jpg
Dryopteris glabra,starr-050115-3081-Dryopteris_glabra-sori-Makawao_Forest_Reserve-Maui,Starr Environmental,CC BY 2.0,https://www.flickr.com/photos/97499887@N06/24734650775,https://live.staticflickr.com/1490/24734650775_e32a34ea4a_z.jpg
Dryopteris intermedia,Intermediate Woodfern,BlueRidgeKitties,CC BY-NC-SA 2.0,https://www.flickr.com/photos/41380738@N05/49039596461,https://live.staticflickr.com/65535/49039596461_f73e646c91_z.jpg
Dryopteris ludoviciana,(Dryopteridaceae) Dryopteris ludoviciana,sonnia hill,CC BY 2.0,https://www.flickr.com/photos/18453498@N07/51420604409,https://live.staticflickr.com/65535/51420604409_f9bf48420e_z.jpg
Dryopteris marginalis,"Marginal wood fern, Dryopteris marginalis",Anita363,CC BY-NC 2.0,https://www.flickr.com/photos/61897811@N00/52158498023,https://live.staticflickr.com/65535/52158498023_f7e0582425_z.jpg
Dryopteris unidentata,Dryopteris unidentata var. paleacea,John Game,CC BY-NC-SA 2.0,https://www.flickr.com/photos/47945928@N02/52527955086,https://live.staticflickr.com/65535/52527955086_7af3e3f445_z.jpg
Dryopteris wallichiana,starr-041211-1322-Dryopteris_wallichiana-pinnae-Puu_Nianiau-Maui,Starr Environmental,CC BY 2.0,https://www.flickr.com/photos/97499887@N06/24092799044,https://live.staticflickr.com/1600/24092799044_9cdbacda31_z.jpg
Dudleya caespitosa,2017-06-17-14.05.23 ZS PMax Dudleya caespitosa-1,John Rusk,CC BY 2.0,https://www.flickr.com/photos/12303842@N00/34982438710,https://live.staticflickr.com/4232/34982438710_b57e29dbd8_z.jpg
Dudleya farinosa,J20180111-0014—Dudleya farinosa—RPBG—DxO,John Rusk,CC BY 2.0,https://www.flickr.com/photos/12303842@N00/25841707838,https://live.staticflickr.com/4618/25841707838_266534c64e_z.jpg
Dudleya lanceolata,2015-10-31-15.08.45 ZS PMax Dudleya lanceolata-1,John Rusk,CC BY 2.0,https://www.flickr.com/photos/12303842@N00/22031480533,https://live.staticflickr.com/738/22031480533_8c37817667_z.jpg
Dudleya pulverulenta,J20161202-0013—Dudleya pulverulenta—RPBG,John Rusk,CC BY 2.0,https://www.flickr.com/photos/12303842@N00/31446400275,https://live.staticflickr.com/5662/31446400275_96827a2a68_z.jpg
Duranta erecta,Duranta erecta,rpphotos,CC BY-NC 2.0,https://www.flickr.com/photos/42868587@N00/22923728336,https://live.staticflickr.com/607/22923728336_8ed06ef223_z.jpg
Echinacea angustifolia,Pink echinacea,Thomas Cizauskas,CC BY-NC-ND 2.0,https://www.flickr.com/photos/75714412@N00/51301689225,https://live.staticflickr.com/65535/51301689225_ffdfee2d48_z.jpg
Echinacea pallida,*★*Summer time and the living is easy...,Orchids love rainwater,CC BY 2.0,https://www.flickr.com/photos/37072378@N08/19328031483,https://live.staticflickr.com/3727/19328031483_f7c8cebdc1_z.jpg
Echinacea purpurea,Echinacea purpurea (US Native) 2019 photo,F. D. Richards,CC BY-SA 2.0,https://www.flickr.com/photos/50697352@N00/48408048621,https://live.staticflickr.com/65535/48408048621_608ea75e4a_z.jpg
Echinocactus texensis,Horse Crippler Cactus (Echinocactus texensis),danielle.brigida,CC BY 2.0,https://www.flickr.com/photos/13604536@N02/41126015441,https://live.staticflickr.com/899/41126015441_d9bc7d0811_z.jpg
Echinocereus engelmannii,Hedgehog Cactus (Echinocereus engelmannii),Joshua Tree National Park,Public Domain Mark 1.0,https://www.flickr.com/photos/115357548@N08/25851239062,https://live.staticflickr.com/1540/25851239062_e4ec609d34_z.jpg
Echinocereus fasciculatus,Pink-flowered Hedgehog Cactus (Echinocereus fasciculatus) in new colors,Lon&Queta,CC BY-NC-SA 2.0,https://www.flickr.com/photos/48096653@N00/33883231525,https://live.staticflickr.com/2830/33883231525_8376995fc7_z.jpg
Echinocereus reichenbachii,Echinocereus reichenbachii var. caespitosus,douneika,CC BY-NC-SA 2.0,https://www.flickr.com/photos/81918877@N00/42515892931,https://live.staticflickr.com/1743/42515892931_50d4d3ba26_z.jpg
Echinocereus triglochidiatus,Echinocereus triglochidiatus (claret-cup cactus) 5,James St. John,CC BY 2.0,https://www.flickr.com/photos/47445767@N05/23449946313,https://live.staticflickr.com/1557/23449946313_f012768a7e_z.jpg
Eleocharis macrostachya,"Sheepherder Pond, Mount Diablo",Ken-ichi,CC BY-NC 2.0,https://www.flickr.com/photos/18024068@N00/52060637598,https://live.staticflickr.com/65535/52060637598_e889f2035a_z.jpg
Elymus canadensis,Elymus canadensis,Matt Lavin,CC BY-SA 2.0,https://www.flickr.com/photos/35478170@N08/28553748002,https://live.staticflickr.com/7472/28553748002_efefcc364b_z.jpg
Elymus hystrix,Eastern bottlebrush grass,NatureServe,Public Domain Mark 1.0,https://www.flickr.com/photos/48711769@N08/41474374864,https://live.staticflickr.com/981/41474374864_8665bbe594_z.jpg
Elymus virginicus,Elymus virginicus - Virginia wildrye,Matt Lavin,CC BY-SA 2.0,https://www.flickr.com/photos/35478170@N08/21007407592,https://live.staticflickr.com/686/21007407592_a33a54e812_z.jpg
Encelia californica,"Bush Sunflower,  Encelia californica",FotoGrazio,CC BY-NC-ND 2.0,https://www.flickr.com/photos/94075184@N00/49567265992,https://live.staticflickr.com/65535/49567265992_cb56cc9bee_z.jpg
Encelia farinosa,Brittle Bush - Encelia farinosa,docentjoyce,CC BY 2.0,https://www.flickr.com/photos/99003655@N00/16682237980,https://live.staticflickr.com/8684/16682237980_35ff4e3ed5_z.jpg
Engelmannia peristenia,Engelmann's Daisy,M.P.N.texan,CC BY-NC 2.0,https://www.flickr.com/photos/8113246@N02/52020248076,https://live.staticflickr.com/65535/52020248076_fbb6dba8b3_z.jpg
Ephedra antisyphilitica,Ephedra antisyphilitica (Candelilla),AnEyeForTexas,CC BY-NC 2.0,https://www.flickr.com/photos/12762458@N00/16885117761,https://live.staticflickr.com/8718/16885117761_bc59eeb935_z.jpg
Ephedra californica,Ephedra californica,Scott Zona,CC BY-NC 2.0,https://www.flickr.com/photos/12017190@N06/46516088351,https://live.staticflickr.com/4869/46516088351_8365848c69_z.jpg
Ephedra nevadensis,"Nevada Mormon tea, Ephedra nevadensis, female",Jim Morefield,CC BY-SA 2.0,https://www.flickr.com/photos/127605180@N04/15686805353,https://live.staticflickr.com/8617/15686805353_7369e85099_z.jpg
Ephedra torreyana,female flowers of Torrey's jointfir (Ephedra torreyana),western goblin,CC BY-NC-SA 2.0,https://www.flickr.com/photos/9141917@N04/17742156141,https://live.staticflickr.com/8804/17742156141_9052ba0cea_z.jpg
Ephedra trifurca,Ephedra trifurca,aspidoscelis,CC0,https://www.flickr.com/photos/26246711@N00/49949816968,https://live.staticflickr.com/65535/49949816968_b2a9a05f66_z.jpg
Ephedra viridis,"Indian tea, Ephedra viridis, flowering male plant in landscape",Jim Morefield,CC BY-SA 2.0,https://www.flickr.com/photos/127605180@N04/16665841236,https://live.staticflickr.com/8681/16665841236_8817b2c617_z.jpg
Epifagus virginiana,Epifagus virginiana 1b,Scott Zona,CC BY-NC 2.0,https://www.flickr.com/photos/12017190@N06/34874027990,https://live.staticflickr.com/4245/34874027990_f32962477e_z.jpg
Epigaea repens,"Epigaea repens 2, Trailing Arbutus, Howard County, Md, Helen Lowe Metzman_2019-10-23-15.29.35 ZS PMax UDR",Sam Droege,Public Domain Mark 1.0,https://www.flickr.com/photos/54563451@N08/49190815337,https://live.staticflickr.com/65535/49190815337_f926d7516e_z.jpg
Epilobium angustifolium,Blooming Sally [Epilobium angustifolium],MikoFox,CC BY-NC-SA 2.0,https://www.flickr.com/photos/28648755@N07/27811262314,https://live.staticflickr.com/8307/27811262314_36bb6358ee_z.jpg
Epilobium canum,California Fuschia,outdoorPDK,CC BY-NC-SA 2.0,https://www.flickr.com/photos/21202718@N00/52306707541,https://live.staticflickr.com/65535/52306707541_54ee89a661_z.jpg
Epilobium ciliatum,"streambank willowherb, Epilobium ciliatum subsp. glandulosum",Jim Morefield,CC BY-SA 2.0,https://www.flickr.com/photos/127605180@N04/49657446136,https://live.staticflickr.com/65535/49657446136_8a6f903508_z.jpg
Equisetum arvense,J20160402-0003—Equisetum arvense—RPBG,John Rusk,CC BY 2.0,https://www.flickr.com/photos/12303842@N00/26216231075,https://live.staticflickr.com/1521/26216231075_abe4efdb6f_z.jpg
Equisetum fluviatile,"Caltha, Equisetum fluviatile, Castell Coch, May 1986",Mary Gillham Archive Project,CC BY 2.0,https://www.flickr.com/photos/139791896@N06/26304524551,https://live.staticflickr.com/1690/26304524551_39df2c3c8e_z.jpg
Equisetum hyemale,Equisetum hyemale @ Lovagny,*_*,CC BY 2.0,https://www.flickr.com/photos/22539273@N00/49103363788,https://live.staticflickr.com/65535/49103363788_ea3ca472ce_z.jpg
Equisetum scirpoides,"160706 073 Wave Hill - Monocot Garden, Hemerocallis cv, Phormium ‘Maori Queen’, Equisetum scirpoides possibly, Festuca glauca cv Blue Fescue Grass",cultivar413,CC BY 2.0,https://www.flickr.com/photos/131880272@N06/27622794904,https://live.staticflickr.com/8779/27622794904_fa37f8b1e0_z.jpg
Eragrostis atropioides,starr-021209-0037-Eragrostis_atropioides-habit-Lahaina_Pali_Trail-Maui,Starr Environmental,CC BY 2.0,https://www.flickr.com/photos/97499887@N06/23926873343,https://live.staticflickr.com/1711/23926873343_6280c7b0fc_z.jpg
Eragrostis intermedia,Northwestern foothills of the Animas Mountains,aspidoscelis,CC0,https://www.flickr.com/photos/26246711@N00/39729547405,https://live.staticflickr.com/4790/39729547405_4782380fe8_z.jpg
Eragrostis spectabilis,Eragrostis spectabilis,dogtooth77,CC BY-NC-SA 2.0,https://www.flickr.com/photos/53817483@N00/43670238844,https://live.staticflickr.com/1860/43670238844_459063b675_z.jpg
Eragrostis variabilis,Eragrostis variabilis,D.Eickhoff,CC BY-NC-SA 2.0,https://www.flickr.com/photos/50823119@N08/30432543592,https://live.staticflickr.com/5796/30432543592_979ac4f477_z.jpg
Ericameria nauseosa,2018-01-27-16.16.19 ZS PMax Ericameria nauseosa-1,John Rusk,CC BY 2.0,https://www.flickr.com/photos/12303842@N00/25080134247,https://live.staticflickr.com/4763/25080134247_a714d794b2_z.jpg
Erigeron compositus,Erigeron compositus,Matt Lavin,CC BY-SA 2.0,https://www.flickr.com/photos/35478170@N08/27462502862,https://live.staticflickr.com/7370/27462502862_3bd09d4e78_z.jpg
Erigeron flagellaris,Erigeron flagellaris,aspidoscelis,CC0,https://www.flickr.com/photos/26246711@N00/49855198133,https://live.staticflickr.com/65535/49855198133_9cbd36dfbe_z.jpg
Erigeron glaucus,G20090411-4357--Erigeron glaucus 'Bountiful'--RPBG Plant Sale,John Rusk,CC BY 2.0,https://www.flickr.com/photos/12303842@N00/18688121193,https://live.staticflickr.com/333/18688121193_da3e5a7e1a_z.jpg
Erigeron pulcherrimus,Erigeron pulcherrimus,aspidoscelis,CC0,https://www.flickr.com/photos/26246711@N00/47933332653,https://live.staticflickr.com/65535/47933332653_e609df73de_z.jpg
Erigeron speciosus,Erigeron speciosus,aspidoscelis,CC0,https://www.flickr.com/photos/26246711@N00/31127624871,https://live.staticflickr.com/5594/31127624871_a3b76f7d3c_z.jpg
Eriodictyon crassifolium,"180513 007 Idyllwild CA Trip - Hwy 76, South Fork Trail Head parking lot, Eriodictyon crassifolium Felt-leaved Yerba Santa, Tamarix sp",cultivar413,CC BY 2.0,https://www.flickr.com/photos/131880272@N06/41746406474,https://live.staticflickr.com/1737/41746406474_c3ab0c9ebc_z.jpg
Eriogonum alatum,Eriogonum alatum (winged buckwheat),Marc Coles-Ritchie,CC BY-NC-SA 2.0,https://www.flickr.com/photos/97636754@N04/51974108591,https://live.staticflickr.com/65535/51974108591_05bdfc55bd_z.jpg
Eriogonum annuum,Eriogonum annuum,aspidoscelis,CC0,https://www.flickr.com/photos/26246711@N00/22642167732,https://live.staticflickr.com/641/22642167732_3d5ec6afc7_z.jpg
Eriogonum arborescens,J20151112-0030—Eriogonum arborescens—RPBG-1—DxO,John Rusk,CC BY 2.0,https://www.flickr.com/photos/12303842@N00/38346979486,https://live.staticflickr.com/4533/38346979486_984d9a5196_z.jpg
Eriogonum compositum,Buckwheat - Eriogonum compositum,Pictoscribe -,CC BY-NC-ND 2.0,https://www.flickr.com/photos/70414856@N00/49950462748,https://live.staticflickr.com/65535/49950462748_e7824527dc_z.jpg
Eriogonum corymbosum,Eriogonum corymbosum,aspidoscelis,CC0,https://www.flickr.com/photos/26246711@N00/51471270997,https://live.staticflickr.com/65535/51471270997_d14ab15e5b_z.jpg
Eriogonum fasciculatum,Manzanitas_6913a,JKehoe_Photos,CC BY-ND 2.0,https://www.flickr.com/photos/31878558@N05/32878493631,https://live.staticflickr.com/2799/32878493631_0820866c83_z.jpg
Eriogonum giganteum,J20170817-0085—Eriogonum giganteum var giganteum—RPBG—DxO,John Rusk,CC BY 2.0,https://www.flickr.com/photos/12303842@N00/36735847266,https://live.staticflickr.com/4399/36735847266_7b2800b583_z.jpg
Eriogonum heracleoides,"BLUE, SQUARE-SPOTTED (Euphilotes battoides on Eriogonum heracleoides) (07-08-2022) 5200 ft, east of lincoln, mt, w of rogers pass, helena nat forest (4)",sloalan,CC0,https://www.flickr.com/photos/8101022@N05/52206996613,https://live.staticflickr.com/65535/52206996613_a5b19322c7_z.jpg
Eriogonum inflatum,A particularly lush late-blooming Eriogonum inflatum next to the Quail Springs parking area,campsjc,CC BY-SA 2.0,https://www.flickr.com/photos/24284031@N00/23065529001,https://live.staticflickr.com/5685/23065529001_e4c15be849_z.jpg
Eriogonum jamesii,Eriogonum jamesii,aspidoscelis,CC0,https://www.flickr.com/photos/26246711@N00/50689016097,https://live.staticflickr.com/65535/50689016097_393c9ecb90_z.jpg
