scientific_name,common_name,full_shade,part_shade,full_sun,low_moisture,medium_moisture,high_moisture,bloom,height,width,habits,pollinator_rating,bird_rating,spread_rating,deer_resistance_rating,moisture_source,moisture_source_detail,shade_source,shade_source_detail,habit_source,habit_source_detail,usda_source,wiki_source,wildflower_source
Dicentra cucullaria,Dutchman's Breeches,yes,yes,yes,no,yes,no,early spring,"6""-12""","6""-12""",flower-or-herb,4,2,6,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DICU,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DICU,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=DICU,https://plants.usda.gov/plant-profile/DICU,https://en.wikipedia.org/wiki/Dicentra_cucullaria,https://www.wildflower.org/plants/result.php?id_plant=DICU
Dicentra eximia,Turkey Corn,yes,yes,no,no,yes,no,late spring,"12""-24""","12""-18""",flower-or-herb,7,2,5,7,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DIEX,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DIEX,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=DIEX,https://plants.usda.gov/plant-profile/DIEX,https://en.wikipedia.org/wiki/Dicentra_eximia,https://www.wildflower.org/plants/result.php?id_plant=DIEX
Dicentra formosa,Pacific Bleeding Heart,yes,yes,yes,no,yes,no,early spring,1'-3',"24""-36""",flower-or-herb,5,2,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DIFO,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DIFO,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=DIFO,https://plants.usda.gov/plant-profile/DIFO,https://en.wikipedia.org/wiki/Dicentra_formosa,https://www.wildflower.org/plants/result.php?id_plant=DIFO
Dichondra carolinensis,Carolina Ponysfoot,yes,yes,no,no,yes,yes,late spring,"6""-12""","12""-18""",flower-or-herb,5,5,5,5,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=DICA3,https://plants.usda.gov/plant-profile/DICA3,https://en.wikipedia.org/wiki/Dichondra_carolinensis,https://www.wildflower.org/plants/result.php?id_plant=DICA3
Dicranopteris linearis,Old World Forkedfern,yes,yes,no,no,yes,yes,N/A,2'-3',"12""-18""","flower-or-herb,vine",2,5,5,6,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=DILI,https://plants.usda.gov/plant-profile/DILI,https://en.wikipedia.org/wiki/Dicranopteris_linearis,https://www.wildflower.org/plants/result.php?id_plant=DILI
Dieffenbachia maculata,Dumbcane,no,yes,no,no,yes,yes,late spring,3'-6',2'-3',flower-or-herb,6,5,6,7,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=DISE7,https://plants.usda.gov/plant-profile/DISE7,https://en.wikipedia.org/wiki/Dieffenbachia_maculata,
Dieffenbachia seguine,Dumbcane,no,yes,no,no,yes,yes,N/A,3'-10',2'-3',flower-or-herb,2,2,5,8,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=DISE7,https://plants.usda.gov/plant-profile/DISE7,https://en.wikipedia.org/wiki/Dieffenbachia_seguine,
Diervilla lonicera,Northern Bush Honeysuckle,yes,yes,no,yes,no,no,late spring,6'-10',6'-10',shrub,5,5,9,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DILO,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DILO,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=DILO,https://plants.usda.gov/plant-profile/DILO,https://en.wikipedia.org/wiki/Diervilla_lonicera,https://www.wildflower.org/plants/result.php?id_plant=DILO
Diospyros sandwicensis,Lama,no,yes,yes,no,yes,yes,late spring,6'-8',6'-8',tree,7,8,6,8,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=DISA10,https://plants.usda.gov/plant-profile/DISA10,https://en.wikipedia.org/wiki/Diospyros_sandwicensis,https://www.wildflower.org/plants/result.php?id_plant=DISA10
Diospyros texana,Texas Persimmon,no,yes,yes,yes,no,no,late spring,10'-20',10'-20',"shrub,tree",7,7,5,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DITE3,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DITE3,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=DITE3,https://plants.usda.gov/plant-profile/DITE3,https://en.wikipedia.org/wiki/Diospyros_texana,https://www.wildflower.org/plants/result.php?id_plant=DITE3
Diospyros virginiana,Common Persimmon,no,yes,no,yes,no,no,late spring,15'-30',15'-25',tree,7,7,7,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DIVI5,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DIVI5,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=DIVI5,https://plants.usda.gov/plant-profile/DIVI5,https://en.wikipedia.org/wiki/Diospyros_virginiana,https://www.wildflower.org/plants/result.php?id_plant=DIVI5
Diplacus aurantiacus,Orange Bush Monkeyflower,no,yes,yes,yes,yes,no,late spring,1'-3',"12""-24""",shrub,7,5,6,6,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=DIAU,https://plants.usda.gov/plant-profile/DIAU,https://en.wikipedia.org/wiki/Diplacus_aurantiacus,https://www.wildflower.org/plants/result.php?id_plant=DIAU
Dodecatheon meadia,Pride of Ohio,no,yes,no,no,yes,no,late spring,"12""-18""","12""-18""",flower-or-herb,5,5,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DOME,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DOME,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=DOME,https://plants.usda.gov/plant-profile/DOME,https://en.wikipedia.org/wiki/Dodecatheon_meadia,https://www.wildflower.org/plants/result.php?id_plant=DOME
Dryas integrifolia,Entireleaf Mountain-Avens,no,yes,yes,yes,yes,no,N/A,"12""-18""",6'-8',"flower-or-herb,shrub",5,7,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DRIN4,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=DRIN4,https://plants.usda.gov/plant-profile/DRIN4,https://en.wikipedia.org/wiki/Dryas_integrifolia,https://www.wildflower.org/plants/result.php?id_plant=DRIN4
Dryopteris arguta,Coastal Woodfern,yes,yes,no,no,yes,no,N/A,2'-3',"24""-36""",flower-or-herb,3,4,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DRAR3,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DRAR3,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=DRAR3,https://plants.usda.gov/plant-profile/DRAR3,https://en.wikipedia.org/wiki/Dryopteris_arguta,https://www.wildflower.org/plants/result.php?id_plant=DRAR3
Dryopteris carthusiana,Spinulose Woodfern,yes,yes,no,no,yes,no,N/A,"12""-24""","12""-18""",flower-or-herb,5,5,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DRCA11,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DRCA11,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=DRCA11,https://plants.usda.gov/plant-profile/DRCA11,https://en.wikipedia.org/wiki/Dryopteris_carthusiana,https://www.wildflower.org/plants/result.php?id_plant=DRCA11
Dryopteris cristata,Crested Woodfern,yes,yes,yes,no,yes,no,N/A,1'-3',"12""-18""",flower-or-herb,3,5,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DRCR4,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DRCR4,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=DRCR4,https://plants.usda.gov/plant-profile/DRCR4,https://en.wikipedia.org/wiki/Dryopteris_cristata,https://www.wildflower.org/plants/result.php?id_plant=DRCR4
Dryopteris expansa,Spreading Woodfern,yes,yes,no,no,yes,no,N/A,1'-3',"24""-36""",flower-or-herb,5,5,6,7,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DREX2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DREX2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=DREX2,https://plants.usda.gov/plant-profile/DREX2,https://en.wikipedia.org/wiki/Dryopteris_expansa,https://www.wildflower.org/plants/result.php?id_plant=DREX2
Dryopteris filix-mas,Male Fern,no,yes,no,no,yes,no,N/A,2'-4',"24""-36""",flower-or-herb,4,3,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DRFI2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DRFI2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=DRFI2,https://plants.usda.gov/plant-profile/DRFI2,https://en.wikipedia.org/wiki/Dryopteris_filix-mas,https://www.wildflower.org/plants/result.php?id_plant=DRFI2
Dryopteris glabra,Kilaw,yes,yes,no,no,yes,yes,N/A,1'-3',"18""-24""",flower-or-herb,3,5,5,6,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=DRGL3,https://plants.usda.gov/plant-profile/DRGL3,,https://www.wildflower.org/plants/result.php?id_plant=DRGL3
Dryopteris intermedia,Intermediate Woodfern,yes,no,no,no,yes,no,N/A,1'-3',"12""-18""",flower-or-herb,6,5,4,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DRIN5,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DRIN5,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=DRIN5,https://plants.usda.gov/plant-profile/DRIN5,https://en.wikipedia.org/wiki/Dryopteris_intermedia,https://www.wildflower.org/plants/result.php?id_plant=DRIN5
Dryopteris ludoviciana,Southern Woodfern,yes,yes,no,no,yes,yes,N/A,1'-3',"24""-36""",flower-or-herb,5,6,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DRLU,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DRLU,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=DRLU,https://plants.usda.gov/plant-profile/DRLU,https://en.wikipedia.org/wiki/Dryopteris_ludoviciana,https://www.wildflower.org/plants/result.php?id_plant=DRLU
Dryopteris marginalis,Marginal Woodfern,yes,yes,no,no,yes,no,N/A,1'-3',"12""-18""",flower-or-herb,4,3,7,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DRMA4,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DRMA4,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=DRMA4,https://plants.usda.gov/plant-profile/DRMA4,https://en.wikipedia.org/wiki/Dryopteris_marginalis,https://www.wildflower.org/plants/result.php?id_plant=DRMA4
Dryopteris unidentata,Onetooth Woodfern,yes,yes,no,no,yes,yes,N/A,1'-3',"12""-18""",flower-or-herb,5,5,5,6,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=DRUN,https://plants.usda.gov/plant-profile/DRUN,,https://www.wildflower.org/plants/result.php?id_plant=DRUN
Dryopteris wallichiana,Alpine Woodfern,yes,yes,no,no,yes,yes,N/A,2'-4',"18""-24""",flower-or-herb,7,5,5,6,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=DRWA,https://plants.usda.gov/plant-profile/DRWA,https://en.wikipedia.org/wiki/Dryopteris_wallichiana,https://www.wildflower.org/plants/result.php?id_plant=DRWA
Dudleya caespitosa,Sealettuce,no,yes,yes,yes,yes,no,late spring,"6""-12""","6""-12""",flower-or-herb,5,2,5,8,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=DUCA4,https://plants.usda.gov/plant-profile/DUCA4,https://en.wikipedia.org/wiki/Dudleya_caespitosa,https://www.wildflower.org/plants/result.php?id_plant=DUCA4
Dudleya farinosa,Powdery Liveforever,no,yes,no,yes,no,no,N/A,"12""-18""","12""-18""",flower-or-herb,4,2,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DUFA,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DUFA,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=DUFA,https://plants.usda.gov/plant-profile/DUFA,https://en.wikipedia.org/wiki/Dudleya_farinosa,https://www.wildflower.org/plants/result.php?id_plant=DUFA
Dudleya lanceolata,Lanceleaf Liveforever,no,yes,yes,yes,yes,no,late spring,"6""-12""","12""-18""",flower-or-herb,4,2,6,7,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=DULA,https://plants.usda.gov/plant-profile/DULA,https://en.wikipedia.org/wiki/Dudleya_lanceolata,https://www.wildflower.org/plants/result.php?id_plant=DULA
Dudleya pulverulenta,Chalk Dudleya,no,yes,no,yes,no,no,late spring,"6""-12""","12""-18""",flower-or-herb,4,2,5,7,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DUPU,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=DUPU,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=DUPU,https://plants.usda.gov/plant-profile/DUPU,https://en.wikipedia.org/wiki/Dudleya_pulverulenta,https://www.wildflower.org/plants/result.php?id_plant=DUPU
Duranta erecta,Golden Dewdrops,no,yes,yes,no,yes,yes,late spring,6'-12',6'-8',shrub,5,5,6,6,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,"USDA, adjusted","https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=DUER, removed tree",https://plants.usda.gov/plant-profile/DUER,https://en.wikipedia.org/wiki/Duranta_erecta,
Echinacea angustifolia,Narrowleaf Purple Coneflower,no,yes,yes,yes,no,no,late spring,2'-5',"18""-24""",flower-or-herb,7,5,4,7,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ECAN2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ECAN2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ECAN2,https://plants.usda.gov/plant-profile/ECAN2,https://en.wikipedia.org/wiki/Echinacea_angustifolia,https://www.wildflower.org/plants/result.php?id_plant=ECAN2
Echinacea pallida,Pale Purple Coneflower,no,no,yes,yes,yes,no,late spring,2'-4',"18""-24""",flower-or-herb,7,6,5,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ECPA,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ECPA,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ECPA,https://plants.usda.gov/plant-profile/ECPA,https://en.wikipedia.org/wiki/Echinacea_pallida,https://www.wildflower.org/plants/result.php?id_plant=ECPA
Echinacea purpurea,Eastern Purple Coneflower,no,yes,yes,yes,no,no,late spring,2'-5',"18""-24""",flower-or-herb,7,7,5,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ECPU,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ECPU,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ECPU,https://plants.usda.gov/plant-profile/ECPU,https://en.wikipedia.org/wiki/Echinacea_purpurea,https://www.wildflower.org/plants/result.php?id_plant=ECPU
Echinocactus texensis,Horse Crippler,no,no,yes,yes,no,no,late spring,2'-5',3'-6',shrub,4,2,5,9,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ECTE,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ECTE,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ECTE,https://plants.usda.gov/plant-profile/ECTE,https://en.wikipedia.org/wiki/Echinocactus_texensis,https://www.wildflower.org/plants/result.php?id_plant=ECTE
Echinocereus engelmannii,Engelmann's Hedgehog Cactus,no,no,yes,yes,no,no,late spring,1'-3',1'-2',shrub,5,7,5,7,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ECEN,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ECEN,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ECEN,https://plants.usda.gov/plant-profile/ECEN,https://en.wikipedia.org/wiki/Echinocereus_engelmannii,https://www.wildflower.org/plants/result.php?id_plant=ECEN
Echinocereus fasciculatus,Pinkflower Hedgehog Cactus,no,yes,yes,yes,no,no,late spring,1'-3',1'-2',shrub,7,7,4,8,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ECFA,https://plants.usda.gov/plant-profile/ECFA,https://en.wikipedia.org/wiki/Echinocereus_fasciculatus,https://www.wildflower.org/plants/result.php?id_plant=ECFA
Echinocereus reichenbachii,Lace Hedgehog Cactus,no,no,yes,yes,no,no,late spring,"6""-12""","12""-18""",shrub,5,4,5,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ECRE,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ECRE,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ECRE,https://plants.usda.gov/plant-profile/ECRE,https://en.wikipedia.org/wiki/Echinocereus_reichenbachii,https://www.wildflower.org/plants/result.php?id_plant=ECRE
Echinocereus triglochidiatus,Kingcup Cactus,no,no,yes,yes,no,no,late spring,1'-2',1'-2',shrub,6,5,4,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ECTR,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ECTR,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ECTR,https://plants.usda.gov/plant-profile/ECTR,https://en.wikipedia.org/wiki/Echinocereus_triglochidiatus,https://www.wildflower.org/plants/result.php?id_plant=ECTR
Eleocharis macrostachya,Pale Spikerush,no,yes,yes,no,yes,yes,late spring,1'-3',"12""-24""",grass,5,4,8,5,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ELMA5,https://plants.usda.gov/plant-profile/ELMA5,https://en.wikipedia.org/wiki/Eleocharis_macrostachya,https://www.wildflower.org/plants/result.php?id_plant=ELMA5
Elymus canadensis,Canada Wildrye,no,yes,yes,no,yes,no,late spring,2'-4',2'-3',grass,7,7,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ELCA4,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ELCA4,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ELCA4,https://plants.usda.gov/plant-profile/ELCA4,https://en.wikipedia.org/wiki/Elymus_canadensis,https://www.wildflower.org/plants/result.php?id_plant=ELCA4
Elymus hystrix,Eastern Bottlebrush Grass,no,yes,yes,yes,yes,no,late spring,2'-4',2'-3',grass,6,5,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ELHY,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ELHY,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ELHY,https://plants.usda.gov/plant-profile/ELHY,https://en.wikipedia.org/wiki/Elymus_hystrix,https://www.wildflower.org/plants/result.php?id_plant=ELHY
Elymus virginicus,Virginia Wildrye,no,yes,no,no,yes,no,late spring,2'-4',2'-3',grass,7,7,8,5,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ELVI3,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ELVI3,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ELVI3,https://plants.usda.gov/plant-profile/ELVI3,https://en.wikipedia.org/wiki/Elymus_virginicus,https://www.wildflower.org/plants/result.php?id_plant=ELVI3
Encelia californica,California Brittlebush,no,no,yes,yes,yes,no,late spring,3'-6',3'-6',shrub,8,7,6,8,ChatGPT,gpt-4-1106-preview,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ENCA,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ENCA,https://plants.usda.gov/plant-profile/ENCA,https://en.wikipedia.org/wiki/Encelia_californica,https://www.wildflower.org/plants/result.php?id_plant=ENCA
Encelia farinosa,Brittlebush,no,no,yes,yes,no,no,early spring,3'-6',3'-6',shrub,7,4,6,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ENFA,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ENFA,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ENFA,https://plants.usda.gov/plant-profile/ENFA,https://en.wikipedia.org/wiki/Encelia_farinosa,https://www.wildflower.org/plants/result.php?id_plant=ENFA
Engelmannia peristenia,Engelmann's Daisy,no,no,yes,yes,no,no,late spring,1'-3',"12""-18""",flower-or-herb,8,4,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ENPE4,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ENPE4,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ENPE4,https://plants.usda.gov/plant-profile/ENPE4,https://en.wikipedia.org/wiki/Engelmannia_peristenia,https://www.wildflower.org/plants/result.php?id_plant=ENPE4
Ephedra antisyphilitica,Clapweed,no,yes,no,yes,no,no,late spring,3'-6',3'-6',shrub,2,2,5,7,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=EPAN,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=EPAN,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=EPAN,https://plants.usda.gov/plant-profile/EPAN,https://en.wikipedia.org/wiki/Ephedra_antisyphilitica,https://www.wildflower.org/plants/result.php?id_plant=EPAN
Ephedra californica,California Jointfir,no,yes,yes,yes,yes,no,late spring,10'-20',10'-20',shrub,5,7,8,6,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=EPCA2,https://plants.usda.gov/plant-profile/EPCA2,https://en.wikipedia.org/wiki/Ephedra_californica,https://www.wildflower.org/plants/result.php?id_plant=EPCA2
Ephedra nevadensis,Nevada Jointfir,no,no,yes,yes,no,no,late spring,2'-4',3'-6',shrub,4,5,6,7,ChatGPT,gpt-4-1106-preview,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=EPNE,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=EPNE,https://plants.usda.gov/plant-profile/EPNE,https://en.wikipedia.org/wiki/Ephedra_nevadensis,https://www.wildflower.org/plants/result.php?id_plant=EPNE
Ephedra torreyana,Torrey's Jointfir,no,yes,no,yes,no,no,N/A,10'-20',6'-10',shrub,3,4,5,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=EPTO,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=EPTO,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=EPTO,https://plants.usda.gov/plant-profile/EPTO,https://en.wikipedia.org/wiki/Ephedra_torreyana,https://www.wildflower.org/plants/result.php?id_plant=EPTO
Ephedra trifurca,Longleaf Jointfir,no,no,yes,yes,no,no,N/A,30'-60',6'-10',shrub,3,5,9,9,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=EPTR,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=EPTR,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=EPTR,https://plants.usda.gov/plant-profile/EPTR,https://en.wikipedia.org/wiki/Ephedra_trifurca,https://www.wildflower.org/plants/result.php?id_plant=EPTR
Ephedra viridis,Mormon Tea,no,no,yes,yes,no,no,late spring,3'-6',3'-6',shrub,2,2,5,7,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=EPVI,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=EPVI,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=EPVI,https://plants.usda.gov/plant-profile/EPVI,https://en.wikipedia.org/wiki/Ephedra_viridis,https://www.wildflower.org/plants/result.php?id_plant=EPVI
Epifagus virginiana,Beechdrops,yes,no,no,no,yes,yes,late summer,"6""-16""","6""-12""",flower-or-herb,6,2,2,8,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=EPVI2,https://plants.usda.gov/plant-profile/EPVI2,https://en.wikipedia.org/wiki/Epifagus_virginiana,https://www.wildflower.org/plants/result.php?id_plant=EPVI2
Epigaea repens,Trailing Arbutus,yes,yes,no,no,yes,no,early spring,"4""-6""",1'-2',shrub,4,5,5,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=EPRE2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=EPRE2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=EPRE2,https://plants.usda.gov/plant-profile/EPRE2,https://en.wikipedia.org/wiki/Epigaea_repens,https://www.wildflower.org/plants/result.php?id_plant=EPRE2
Epilobium angustifolium,Fireweed,no,no,yes,no,yes,no,late spring,3'-8',2'-4',flower-or-herb,7,7,8,5,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=CHANA2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=CHANA2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=CHANA2,https://plants.usda.gov/plant-profile/CHANA2,https://en.wikipedia.org/wiki/Epilobium_angustifolium,https://www.wildflower.org/plants/result.php?id_plant=CHANA2
Epilobium canum,Hummingbird Trumpet,no,yes,yes,yes,yes,no,late summer,1'-3',2'-3',"flower-or-herb,shrub",7,5,5,6,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=EPCA3,https://plants.usda.gov/plant-profile/EPCA3,https://en.wikipedia.org/wiki/Epilobium_canum,https://www.wildflower.org/plants/result.php?id_plant=EPCA3
Epilobium ciliatum,Fringed Willowherb,no,yes,yes,no,yes,yes,late spring,2'-4',"12""-36""",flower-or-herb,7,5,9,6,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=EPCI,https://plants.usda.gov/plant-profile/EPCI,https://en.wikipedia.org/wiki/Epilobium_ciliatum,https://www.wildflower.org/plants/result.php?id_plant=EPCI
Equisetum arvense,Field Horsetail,yes,yes,yes,no,yes,yes,N/A,"12""-24""","12""-24""",flower-or-herb,2,2,9,5,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=EQAR,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=EQAR,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=EQAR,https://plants.usda.gov/plant-profile/EQAR,https://en.wikipedia.org/wiki/Equisetum_arvense,https://www.wildflower.org/plants/result.php?id_plant=EQAR
